order_id,customer_id,customer_name,email,product,quantity,order_amount,order_date,status,region
1309,9361,Autumn Key,srocha@example.net,Monitor,1,912.33,2026-04-11,delivered,West
1310,1945,Jennifer Allen,kimberly67@example.net,Keyboard,8,1348.81,2025-12-11,shipped,North
1311,5169,Elizabeth Ward,zowens@example.net,Laptop,4,1160.84,2026-01-23,pending,West
1312,2044,Ryan Rocha,lawrence09@example.org,Keyboard,1,1869.82,2026-02-05,pending,West
1313,5703,Alexis Tran,mphillips@example.com,Monitor,3,1540.25,2026-04-26,delivered,East
1314,8348,Kelly Sanchez,jonathan77@example.com,Monitor,7,169.7,2026-01-27,processing,East
1315,3924,Robert Jackson,iwhite@example.net,Keyboard,7,1062.4,2026-04-04,processing,North
1316,5888,Kelly Combs,landryelizabeth@example.org,Monitor,9,854.01,2026-04-29,delivered,South
1317,8546,Ryan Hall,albertwagner@example.com,Tablet,3,558.54,2026-03-02,pending,North
1318,7868,Mark Peck,bhopkins@example.org,Keyboard,1,488.93,2025-11-16,pending,North
1319,1550,Jennifer Smith,amanda40@example.net,Monitor,10,1347.33,2025-12-03,pending,South
1320,7590,Megan Drake,danieldavis@example.org,Monitor,4,1084.12,2026-04-23,pending,South
1321,5739,Manuel King,joseph61@example.com,Phone,10,644.62,2025-12-27,shipped,South
1322,3347,Judy Sanchez,kevinclayton@example.org,Keyboard,4,832.98,2026-02-16,shipped,North
1323,3869,Shannon Malone,sullivannicholas@example.com,Monitor,9,996.29,2025-12-13,shipped,West
1324,6222,Adam Jackson,pbruce@example.com,Monitor,7,306.94,2025-12-21,delivered,South
1325,8758,Shannon Davis,hallrachel@example.net,Phone,4,608.47,2025-12-18,processing,West
1326,7761,Karen Williams,cohenjuan@example.net,Monitor,9,1064.68,2026-04-20,delivered,South
1327,4331,Amanda Mcfarland,alexis39@example.org,Tablet,2,1845.23,2026-02-28,shipped,North
1328,4120,Michelle Sanders,evansanne@example.net,Laptop,5,760.56,2025-12-18,pending,North
1329,4555,Jasmine Mosley,patrick21@example.net,Monitor,4,1740.25,2026-03-17,shipped,East
1330,4470,Haley Davis,marypeterson@example.net,Phone,2,1496.29,2026-05-01,delivered,South
1331,4350,Jennifer Ayala,walterskristen@example.com,Monitor,4,1108.64,2025-11-07,shipped,West
1332,9743,Henry Pugh MD,nmiller@example.com,Tablet,5,530.51,2026-01-05,delivered,West
1333,8692,Michelle Miller,normanbowers@example.org,Tablet,4,747.7,2026-04-09,delivered,North
1334,4625,Emily Rodriguez,hahnsean@example.com,Phone,1,528.94,2025-12-11,delivered,East
1335,4214,Brandon Jordan,fgarcia@example.com,Tablet,4,765.88,2026-03-26,processing,West
1336,6530,Linda Mueller,asmith@example.com,Tablet,8,1933.35,2025-12-15,delivered,West
1338,1962,Derrick Adams,bryanhamilton@example.com,Keyboard,1,1679.75,2025-12-17,pending,North
1339,7756,Richard Ward,jennifersimpson@example.net,Phone,4,145.26,2026-05-03,processing,North
1340,9285,Brian Torres,ncook@example.com,Monitor,6,130.3,2026-03-10,delivered,West
1341,1108,Erin Cook,kevinmorrison@example.net,Keyboard,9,828.56,2026-04-30,pending,East
1342,5697,Ernest Oconnell,kelly79@example.org,Laptop,9,1628.18,2025-12-18,delivered,South
1343,2578,Douglas Hartman,daniel93@example.net,Keyboard,3,489.53,2026-04-07,shipped,East
1344,7502,Catherine Saunders MD,nhahn@example.com,Laptop,6,1919.0,2026-02-25,delivered,South
1345,4700,Sandra Jones,ichambers@example.net,Tablet,2,1310.93,2025-11-07,pending,North
1346,7213,David Moore,emccormick@example.com,Monitor,9,957.25,2026-01-21,pending,South
1347,9189,Karen Morales DDS,ystephens@example.com,Monitor,6,1136.05,2026-04-13,pending,North
1348,4463,Robin Wheeler,rodriguezjohn@example.net,Keyboard,8,549.48,2026-03-07,pending,East
1349,1539,Matthew Williams,vrasmussen@example.com,Phone,6,41.16,2025-12-16,processing,South
1350,2260,Brett Walker,seanmyers@example.net,Tablet,3,1132.28,2026-01-23,delivered,East
1351,3292,Kathryn Cooper,webbkenneth@example.org,Laptop,9,1493.46,2026-01-26,shipped,North
1352,8161,Todd Thomas,matthew38@example.com,Phone,2,687.78,2026-04-09,delivered,East
1353,5478,Brent Bowen,tflores@example.org,Monitor,8,464.0,2026-04-27,delivered,West
1354,7227,Ashley Sweeney,byrdfrank@example.net,Laptop,10,597.81,2026-03-18,processing,North
1355,5390,Christopher Moore,omullen@example.com,Phone,7,1426.24,2026-04-13,processing,West
1356,6909,Charlotte Sandoval,njohnson@example.org,Laptop,2,20.34,2026-02-12,shipped,West
1357,5419,Jeffrey Smith,jamiegoodwin@example.org,Laptop,3,183.72,2026-02-01,delivered,West
1358,9395,Rebecca Herrera,mark71@example.com,Monitor,2,62.26,2025-12-13,shipped,North
1360,4977,Harold Ellis,lisamccarthy@example.com,Keyboard,9,347.47,2025-12-12,delivered,South
1361,5405,Leslie Powers,david41@example.org,Tablet,5,991.32,2026-03-30,pending,South
1362,5521,Charles Price,baileyhenderson@example.com,Monitor,5,973.62,2026-01-13,pending,East
1363,5040,Melissa Brewer,angelaburns@example.org,Monitor,10,1237.17,2026-03-01,delivered,North
1364,5991,Ryan Harvey,stephanie72@example.org,Laptop,7,671.11,2026-03-31,delivered,East
1365,6484,Tracey Wagner,fortiz@example.com,Monitor,10,280.89,2026-01-12,shipped,South
1366,6147,Jill Jackson,flynnjeffrey@example.org,Phone,7,1937.76,2026-01-02,shipped,West
1367,4971,Joshua Jackson,xcunningham@example.com,Tablet,7,567.8,2025-12-08,delivered,East
1368,4273,Ashley Wilson,amber07@example.net,Keyboard,9,368.06,2026-04-05,pending,West
1369,8183,Jeffery Fitzgerald,kennethkidd@example.com,Tablet,2,1639.74,2026-03-12,delivered,West
1370,5961,Scott Miller,rowejoel@example.net,Phone,5,1320.74,2026-03-30,delivered,West
1371,8357,Heather Page,imartin@example.org,Keyboard,8,1168.67,2026-04-16,delivered,North
1372,9796,Renee Hudson,candice25@example.net,Keyboard,2,227.65,2026-02-01,processing,East
1373,1725,Kenneth Farley,taylorkaren@example.com,Keyboard,7,1933.95,2026-03-23,shipped,West
1375,7408,Sandra Juarez,kburns@example.net,Monitor,10,1383.97,2026-01-29,processing,East
1377,6707,Jackie Clements,brandi17@example.net,Tablet,6,916.11,2026-03-29,processing,West
1378,8801,Heather Brown,brobinson@example.org,Laptop,8,1446.77,2026-02-04,delivered,East
1379,5919,Frank Campbell MD,ashleewashington@example.com,Laptop,2,54.94,2026-04-17,shipped,North
1380,3692,Pamela Williams,ksmith@example.com,Phone,9,357.16,2025-11-12,processing,East
1381,7985,William Patterson,nicoleturner@example.com,Monitor,4,1597.53,2025-12-12,processing,South
1382,8080,Isaac Miller,brettgarrett@example.net,Monitor,1,1477.4,2025-11-22,processing,West
1383,8037,Cynthia Rios,smiththomas@example.org,Monitor,1,1412.42,2025-12-04,processing,East
1384,2667,Kelly Wallace,dominguezlisa@example.com,Keyboard,3,737.93,2026-04-18,processing,West
1385,5298,Karen Perez,crosscurtis@example.com,Monitor,9,1932.17,2026-04-05,shipped,West
1386,7431,Edwin Reyes,darlenebyrd@example.org,Keyboard,2,702.37,2025-11-29,delivered,South
1387,5873,Alejandra Santos,nbell@example.net,Keyboard,10,178.66,2025-11-13,processing,East
1388,4908,Tamara Jensen,fheath@example.org,Tablet,2,374.26,2026-04-04,processing,West
1389,3258,Bryce Blair,sylvia52@example.org,Keyboard,7,851.85,2026-01-17,delivered,South
1390,3733,Bradley Tran,kimberly04@example.org,Monitor,5,289.19,2025-12-13,shipped,West
1391,1878,Katrina Adkins,debbie37@example.com,Tablet,1,974.37,2025-11-27,processing,West
1392,9281,Jonathan Wheeler,hatfieldsarah@example.org,Monitor,7,1372.55,2025-12-12,delivered,West
1393,3740,Ryan Fisher,kathrynbest@example.org,Laptop,10,71.41,2025-12-30,processing,East
1394,5503,Austin Baker,livingstonstacy@example.com,Phone,9,584.45,2026-04-26,delivered,West
1395,9369,Lori Mason,zhenderson@example.org,Laptop,10,237.27,2025-12-15,shipped,North
1396,9951,Kimberly Hernandez,collinswilliam@example.org,Phone,7,213.81,2026-01-12,processing,East
1397,8368,Brittney Murphy,collinssamuel@example.org,Tablet,6,1725.78,2026-04-26,pending,West
1398,4882,Brandon Hamilton,dsalazar@example.com,Phone,10,1381.38,2026-04-04,delivered,South
1399,3281,Mary Thompson,zimmermanjacqueline@example.org,Phone,4,1612.83,2025-11-28,shipped,East
1400,9827,Gregory Holmes PhD,gary24@example.net,Phone,6,1958.21,2025-12-03,shipped,East
1401,5380,Patricia Johnson,enelson@example.com,Keyboard,2,279.82,2025-12-09,delivered,North
1402,3078,Laura Jones,ddixon@example.com,Phone,4,301.02,2026-02-23,shipped,South
1403,7434,Carol Moore,shannonemily@example.org,Monitor,3,1159.08,2025-11-12,shipped,West
1405,8996,Cassidy Horne,tranrobin@example.net,Tablet,10,14.92,2026-01-08,pending,West
1406,6869,Courtney Wright,joseph19@example.com,Laptop,9,801.45,2025-11-23,delivered,South
1408,1793,John Campbell,mark87@example.org,Laptop,2,1256.1,2026-02-06,delivered,North
1409,3588,Eddie Mueller,stevenvargas@example.com,Monitor,8,11.35,2026-04-03,delivered,South
1410,3161,Dr. Morgan Payne PhD,adamortiz@example.org,Tablet,3,1750.1,2025-11-09,shipped,North
1411,6905,Makayla Steele,tapiaaaron@example.net,Tablet,2,749.97,2025-11-18,processing,North
1412,6005,Oscar Parker,alyssaallen@example.com,Phone,7,1314.42,2026-01-23,pending,North
1414,6629,Jacqueline Villegas,carpenterwilliam@example.net,Laptop,7,1391.12,2026-05-02,delivered,North
1415,7276,Angela Bradley,ibates@example.org,Laptop,2,215.37,2026-03-07,shipped,East
1416,7270,Samuel Howe,vhaynes@example.com,Phone,3,146.14,2026-03-30,pending,South
1417,6753,Dillon Jones,derekcarrillo@example.org,Phone,3,1840.59,2026-01-12,delivered,South
1418,2646,Christopher Owens,wmartinez@example.org,Phone,2,1183.25,2026-04-12,delivered,East
1419,6152,John Phelps,mooregina@example.net,Phone,4,561.17,2026-01-15,pending,South
1420,5668,Amanda Huff,eddie35@example.com,Laptop,5,418.84,2025-12-14,processing,West
1421,1894,Megan Green,anthonysullivan@example.com,Phone,8,777.91,2026-02-18,processing,West
1423,7895,Richard Walker,madisonwatson@example.net,Tablet,9,1369.05,2026-01-25,delivered,North
1424,2106,Angela Willis,johnsoncaleb@example.net,Laptop,5,439.33,2026-04-30,pending,West
1425,5693,Carl Stein,david70@example.org,Keyboard,7,852.91,2025-12-26,delivered,North
1426,9791,Jessica Ramsey,rjohnson@example.com,Keyboard,10,313.83,2025-11-22,pending,East
1427,9377,Daniel Lopez,sean20@example.net,Phone,3,1077.42,2026-04-14,delivered,North
1428,8167,Danielle Phillips,eandrade@example.org,Phone,1,496.51,2026-02-14,delivered,North
1429,1901,James Barnes,crystalpham@example.org,Tablet,3,247.69,2026-01-08,processing,North
1430,9133,Rachael Howard DDS,kcooper@example.net,Tablet,9,1039.27,2026-03-24,shipped,South
1431,3079,Devin Johnson,anthonycochran@example.com,Tablet,2,1545.15,2026-01-29,pending,East
1432,5456,William Moreno,terrigarcia@example.net,Keyboard,2,533.27,2026-01-15,pending,West
1433,9368,Joseph Moody,gallagherstacie@example.net,Tablet,1,1004.22,2026-01-08,processing,East
1434,5179,Rebecca Kelly,gregorywatkins@example.net,Laptop,10,1351.5,2026-03-25,pending,South
1435,1042,Suzanne Johnson,stacey92@example.net,Laptop,1,496.66,2025-12-25,delivered,East
1436,3458,Sara Cochran,lweaver@example.com,Phone,1,1110.2,2026-01-26,delivered,South
1437,5067,Anthony Guzman,foxaaron@example.net,Monitor,6,549.8,2026-02-11,pending,East
1438,9225,Carlos Love,brian29@example.net,Laptop,3,454.14,2026-04-04,pending,West
1439,8620,Patricia Mathis,susan56@example.net,Tablet,5,661.33,2026-04-17,delivered,North
1440,4287,Eric Taylor,jessicakim@example.net,Tablet,10,1571.17,2026-01-30,processing,West
1441,9083,Marie Thompson,jeffrey92@example.com,Phone,9,1523.36,2026-01-30,processing,South
1442,7718,Michael Anderson,rushstacy@example.com,Laptop,4,1087.67,2026-05-03,pending,East
1443,7164,Patricia Bradley,carriemccall@example.net,Tablet,2,418.34,2026-05-04,processing,West
1444,1981,Keith Zuniga,markmiller@example.com,Phone,5,195.12,2025-12-30,processing,West
1445,7102,Mrs. Stacey Davis,sean43@example.org,Monitor,2,1165.73,2025-11-06,processing,West
1446,2020,Hayley Buchanan,williamssamuel@example.com,Monitor,3,481.18,2026-04-15,shipped,East
1447,6345,Stacey Snyder,ybell@example.org,Tablet,8,551.19,2026-01-24,pending,South
1448,2785,Rachel Lane,franciscojones@example.org,Phone,2,337.11,2026-03-31,delivered,East
1449,2978,Fernando Lynn,petersonpamela@example.org,Keyboard,6,1929.62,2026-01-20,processing,West
1450,8591,Kimberly Villanueva,morgantricia@example.com,Tablet,2,189.94,2026-02-15,shipped,North
1451,6370,Jessica Valdez,gmoore@example.com,Phone,2,1425.2,2026-03-10,shipped,West
1452,1802,Colton Terry,donna43@example.org,Tablet,5,1641.98,2025-12-24,processing,North
1453,8408,Kenneth Larsen,briansmith@example.org,Keyboard,9,507.21,2026-01-21,pending,North
1454,2989,Matthew Greene,collinclark@example.net,Laptop,1,1662.44,2026-03-30,processing,South
1455,7563,Bradley Anthony,kristen77@example.net,Tablet,2,1168.82,2026-03-15,shipped,North
1456,2056,Martin Hughes,nicole52@example.com,Phone,8,1620.5,2026-04-29,pending,East
1459,5585,Joseph Camacho,parmstrong@example.com,Monitor,3,78.95,2026-02-23,processing,East
1460,7750,James Nash,shawrachel@example.net,Keyboard,8,131.35,2025-12-28,shipped,West
1461,7868,Lisa Martinez,kthompson@example.org,Phone,9,505.8,2026-03-30,,West
1462,8859,Beth Henderson,oharris@example.org,Keyboard,8,694.63,2026-02-02,shipped,West
1463,3946,Deanna Bartlett,millerangela@example.net,Laptop,6,1198.26,2026-02-24,pending,East
1464,8728,Donald Ellis,buchanancindy@example.net,Keyboard,6,1536.02,2026-04-20,processing,South
1465,5060,Ashley Hernandez,buckleyanna@example.org,Phone,5,1072.04,2026-04-09,pending,South
1466,7363,Sharon Beard,pbaker@example.com,Tablet,3,360.44,2025-12-08,shipped,East
1467,1462,Kara Jackson,mthomas@example.net,Tablet,10,1131.58,2025-12-04,processing,West
1468,6063,Amanda Preston,hannah07@example.com,Phone,8,85.55,2025-12-17,pending,South
1469,4584,Alicia Roth,larry71@example.org,Laptop,9,961.2,2025-12-01,shipped,South
1470,6582,William Ramos,joseph69@example.net,Phone,6,128.52,2026-04-01,processing,South
1471,9622,Jeremy Mcintyre,wfigueroa@example.net,Tablet,2,753.45,2026-04-06,delivered,North
1472,5944,Samantha Robertson,cameronmckinney@example.com,Tablet,3,1951.96,2026-02-07,delivered,West
1473,6198,Samuel Suarez,thompsonnancy@example.org,Phone,9,1390.19,2025-11-19,shipped,South
1474,3872,Danielle Bryant,janet45@example.com,Monitor,5,1470.65,2025-11-15,shipped,South
1475,1029,Madison Martinez,allentracy@example.com,Keyboard,7,1703.01,2026-03-20,pending,South
1477,6425,Anthony Nash,mercedesholland@example.net,Laptop,4,700.15,2026-03-29,shipped,South
1478,2453,Matthew Palmer,wellsdavid@example.org,Tablet,8,32.68,2025-11-23,processing,South
1479,2110,Alejandra King,jennifer46@example.com,Tablet,5,1576.17,2025-11-08,pending,North
1480,8179,Judy Robinson,erica96@example.net,Monitor,3,1770.26,2026-01-26,delivered,West
1482,2207,Brian Brown,danielle44@example.net,Laptop,5,49.96,2026-01-09,shipped,North
1484,8909,Rebekah Greene,erin07@example.com,Laptop,7,1885.46,2026-02-07,processing,West
1486,9849,Micheal Parks,qknox@example.com,Tablet,5,601.83,2025-11-07,pending,North
1487,9043,Sarah Pittman,kellyruiz@example.net,Phone,1,728.05,2026-01-24,delivered,North
1488,8869,Robert Hines,staceylam@example.net,Phone,2,61.21,2026-02-18,processing,East
1489,8758,Henry Garner,robert55@example.com,Laptop,5,1571.9,2026-04-14,delivered,West
1490,5341,Julie Wilson,delacruzbrandy@example.net,Laptop,9,781.18,2025-11-16,shipped,West
1491,4056,Steve Mason,amoreno@example.org,Monitor,1,533.96,2026-01-30,delivered,East
1492,5400,Brittany Gay,robert97@example.org,Keyboard,1,310.75,2026-03-08,pending,North
1493,6632,Mike Maxwell,lcook@example.com,Keyboard,7,1941.7,2025-11-14,processing,North
1494,9561,Abigail Hill,barbaramoore@example.org,Monitor,9,1377.27,2026-01-25,delivered,South
1495,5896,Jeffrey Jordan,ysanford@example.org,Laptop,7,1806.53,2026-01-03,pending,South
1496,8357,Curtis Watson,mcclainkatherine@example.net,Phone,3,1944.61,2026-04-04,processing,South
1498,2097,James Chapman,cameronwilliams@example.com,Laptop,7,1117.16,2026-02-12,shipped,East
1499,8506,Joseph Warren,ibarron@example.com,Laptop,10,1179.28,2025-12-22,delivered,North
1500,3451,Katherine Christensen MD,osmith@example.net,Phone,10,1179.99,2026-01-18,pending,North
1501,6539,Shannon Jones,joshuawashington@example.net,Laptop,10,1112.3,2026-04-18,processing,North
1502,9622,Jeremy Mcintyre,wfigueroa@example.net,Tablet,2,753.45,2026-04-06,delivered,North
1503,3579,Jordan Bullock,michael23@example.org,Keyboard,1,1351.2,2026-03-26,shipped,West
1504,5405,Leslie Powers,david41@example.org,Tablet,5,991.32,2026-03-30,pending,South
1505,6912,David Grant,yobrien@example.net,Phone,5,38.16,2026-03-07,processing,East
1506,4945,Patricia Becker,courtneyberger@example.net,Monitor,10,294.8,2025-11-27,delivered,East
1507,3248,Jesse Brown,chase19@example.net,Tablet,5,662.96,2026-03-11,pending,West
1509,9507,Patricia Morrow,martinezlogan@example.org,Tablet,2,1456.89,2026-01-30,pending,West
1510,2330,Ronald Patel,thomas05@example.com,Laptop,10,536.67,2026-04-27,processing,West
